Title,Volume,Publisher,Label,Issue Number,Image,Cover Date,Cover Price,ISBN/UPC,Contributors,Characters,Details,URL
Gutwrencher,(2011),IDW Publishing,TPB:,# 1,https://comicbookrealm.com/cover-scan/b9b72d0dc8065319069f0201cc269f8d/xl/idw-publishing-gutwrencher-tpb-1.jpg,May '11,$19.99,978-1600109362,,,"In rural New England, a hiker is infected with an ancient curse days before his ten-year high school reunion. If his soul is pure he will be able to resist its bloodlust, it not... nothing will be able to stop him! ",https://comicbookrealm.com/series/28154/0/idw-publishing-gutwrencher
G.I. Joe Anthology: Tales from the Cobra Wars,(2011),IDW Publishing,TPB:,# 1,https://comicbookrealm.com/cover-scan/c680569ed1a385ac4cc8b04bbd695f6f/xl/idw-publishing-gi-joe-anthology-tales-from-the-cobra-wars-tpb-1.jpg,,$16.99,978-1600108815,"Micheal Monteuat
Pencils",,"G.I. Joe: Tales from the Cobra Wars is an action-packed collection of all-original prose stories. Flint, Scarlett, Destro, the Baroness - they're all here as the ongoing war between G.I. Joe and Cobra is depicted from every angle. ",https://comicbookrealm.com/series/27842/0/idw-publishing-gi-joe-anthology-tales-from-the-cobra-wars
G.I. Joe Pin-Up Book: The Art of J. Scott Campbell,One-Shot (2009),IDW Publishing,Issue:,# 0,https://comicbookrealm.com/cover-scan/8a353b1b83d0ad7d945883919fbbd684/xl/idw-publishing-gi-joe-pin-up-book-the-art-of-j-scott-campbell-one-shot-issue-0.jpg,Jan '09,$0.00,8-27714-00017-7-00111,,, ,https://comicbookrealm.com/series/63602/0/idw-publishing-gi-joe-pin-up-book-the-art-of-j-scott-campbell-one-shot
G.I. Joe: Cobra - Civil War: 100-Page Spectacular,One-Shot (2011),IDW Publishing,Issue:,# 1,https://comicbookrealm.com/cover-scan/e300c999a19827f0cde41d804635e5eb/xl/idw-publishing-gi-joe-cobra-civil-war-100-page-spectacular-one-shot-issue-1.jpg,,$7.99,8-27714-00281-2-00111,"Robert Atkins
Pencils
Mike Costa
Scripts
Chuck Dixon
Scripts
Antonio Fuso
Pencils
Agustin Padilla
Pencils
Javier Saltares
Pencils",,"Cobra Commander is dead...long live Cobra Commander! The only problem is... there are nine candidates for the job, and with each more treacherous than the last... who knows how long any of them will live?!

Collects G.I. Joe: Cobra Civil War #0, G.I. Joe #1, Cobra #1, and Snake Eyes #1 ",https://comicbookrealm.com/series/28885/0/idw-publishing-gi-joe-cobra-civil-war-100-page-spectacular-one-shot
G.I. Joe: Cobra - Son of the Snake,(2013),IDW Publishing,TPB:,# 1,https://comicbookrealm.com/cover-scan/a0e9caf35cf9b5d9707bf4059b72bff3/xl/idw-publishing-gi-joe-cobra-son-of-the-snake-tpb-1.jpg,Jan '13,$17.99,978-1613775479,"John Barber
Editor
Mike Costa
Scripts
Werther Dell'Edera
Pencils
Arianna Florean
Colors
Antonio Fuso
Pencils
Carlos Guzman
Editor
Neil Uyetake
Letters",,"A NEW ERA BEGINS HERE! With the G.I. JOE team fragmented, somebody's got to handle the dirty work. G.I. JOE goes underground! Armed with secret knowledge of COBRA's inner workings, a rag-tag force of ex-villains and damaged heroes takes the fight to the darkest corners of the world, under the vigilant eye of Flint! Softcover, 104 pages, full color. Cover price $17.99.  ",https://comicbookrealm.com/series/32477/0/idw-publishing-gi-joe-cobra-son-of-the-snake
G.I. Joe: Cobra Commander Tribute,One-Shot (2011),IDW Publishing,Issue:,# 1,https://comicbookrealm.com/cover-scan/77e2ea208e7ae0265a710a6a23518b69/xl/idw-publishing-gi-joe-cobra-commander-tribute-one-shot-issue-1.jpg,,$7.99,8-27714-00234-8-00111,"Christos N. Gage
Scripts",,"Featuring a new cover by Fuso, this issue reprints the instant classic: G.I. Joe: Cobra#12 - The Death of Cobra Commander! It also contains new insights from major Cobra and G.I. Joe players on what the demise of the Commander might mean for them and the world, creator interviews, and more, along with classic Cobra Commander tales from the past! Contains bonus poster of the Kill Shot! ",https://comicbookrealm.com/series/27910/0/idw-publishing-gi-joe-cobra-commander-tribute-one-shot
G.I. Joe: The Fall of G.I. Joe,(2018),IDW Publishing,TPB:,# 1,https://comicbookrealm.com/cover-scan/3798bbd0971fcaf9b67a7f4e918b6698/xl/idw-publishing-gi-joe-the-fall-of-gi-joe-tpb-1.jpg,Feb '18,$24.99,978-1684052257,"Steve Kurth
Pencils
Karen Travis
Scripts",,"When villains have become the new heroes, to what lengths must the former heroes go to save a world that doesn't even want their help? Does the world really need G.I. JOE? Their greatest enemy, Cobra, has become an international peacekeeping force... and the future of America's ultimate fighting team looks bleak. Scarlett leads what's left of the JOEs-but will she be able to keep them together? The darkest chapter in G.I. JOE history unfolds as real-world action and politics collide, and nothing will ever be the same!

Collects the complete G.I. JOE Volume 4, issues #1-8. ",https://comicbookrealm.com/series/51346/0/idw-publishing-gi-joe-the-fall-of-gi-joe
G.I. Joe: A Real American Hero - 40th Anniversary Special,One-Shot (2022),IDW Publishing,Special:,nn,https://comicbookrealm.com/cover-scan/dd2c99550b8859e1dfb59472130875fc/xl/idw-publishing-gi-joe-a-real-american-hero-40th--anniversary-special-one-shot-special-nn.jpg,Jun '22,$7.99,8-27714-03049-5-00111,"Robert Atkins
Pencils
Kewber Baal
Pencils
Chad Bowers
Scripts
James (Jim) Brown
Cover Art - Colors
Netho Diaz
Pencils
Tom Feister
Pencils
Antonio Fuso
Pencils
Andrew Griffith
Pencils
Larry Hama
Scripts - Cover Art
Ron Joseph
Pencils
Maria Keane
Pencils
Tim Lattie
Pencils
Steve Leialoha
Cover Art - Colors
Rob Liefeld
Pencils
Daniel Maine
Pencils
Casey Maloney
Pencils
Jonathan Manning
Editor
Alex Milne
Pencils
Dennis (Denny) O'Neil
Editor
Billy Penn
Pencils
Adam Riches
Pencils
George Roussos
Pencils
Alex Sanchez
Pencils
Dan Schoening
Pencils
Brian Shearer
Pencils
Audrey Sullivan
Pencils
Jamie Sullivan
Pencils
Salvador Velazquez
Pencils
Tom Waltz
Editor
Freddie E. Williams II
Pencils
Kei Zama
Pencils",Snake-Eyes (Unknown | G.I. Joe),"Celebrating 40 years of G.I. Joe: A Real American Hero comics, this giant-length special issue features 22 different fan-fave artists taking on the classic G.I. Joe: ARAH #21 (the original silent issue-""Silent Interlude""), including SL Gallant, Netho Diaz, Andrew Lee Griffith, and many more! Each artist will draw a single page of this seminal masterpiece in their own unique style, based on Living Legend Larry Hama's original layouts.

Additionally, the issue will contain stories and essays by creators who were influenced by Hama as well as a fourth wall-breaking short story written by Larry himself, celebrating his unparalleled four decades of work on G.I. Joe: ARAH. YO JOE! ",https://comicbookrealm.com/series/70813/0/idw-publishing-gi-joe-a-real-american-hero-40th-anniversary-special-one-shot
G.I. Joe: A Real American Hero - Serpentor Uncoiled,(2021),IDW Publishing,Issue:,# 1,https://comicbookrealm.com/cover-scan/eb93eb7cd4214627cd26d8e7968a1e76/xl/idw-publishing-gi-joe-a-real-american-hero-serpentor-uncoiled-issue-1.jpg,Apr '21,$5.99,8-27714-02072-4-00111,"Larry Hama
Scripts
Rod Whigham
Pencils",,"Relive the classic era of G.I. Joe: A Real American Hero in this very special reprint of G.I. Joe: A Real American Hero #49 and #50! From the prolific imagination of Living Legend Larry Hama, and featuring the origin of fan-favorite villain Serpentor, ""Serpentor Uncoiled"" is a must-have for long-time collectors and new fans alike. ",https://comicbookrealm.com/series/64670/0/idw-publishing-gi-joe-a-real-american-hero-serpentor-uncoiled
G.I. Joe: A Real American Hero Omnibus,(2018),IDW Publishing,TPB:,# 1,https://comicbookrealm.com/cover-scan/7bfc25195e6fc620565327e6ce148f8c/xl/idw-publishing-gi-joe-a-real-american-hero-omnibus-tpb-1.jpg,Aug '18,$24.99,978-1684053216,,,"This omnibus edition collects the first 12 issues of the Marvel Comics run, introducing classic characters such as Hawk, Scarlett, Stalker, Rock 'n' Roll, Snake Eyes, Cobra Commander, Baroness, The Oktober Guard, and more. Follow along as Cobra causes havoc around the world and The JOEs thwart them at every turn. ",https://comicbookrealm.com/series/53286/0/idw-publishing-gi-joe-a-real-american-hero-omnibus
G.I. Joe: Roots of Retaliation,(2012),IDW Publishing,TPB:,# 1,https://comicbookrealm.com/cover-scan/2c5f228ec2b5f8f8f471a21216f0666f/xl/idw-publishing-gi-joe-roots-of-retaliation-tpb-1.jpg,Jun '12,$14.99,978-1613772720,,,"THE STORIES THAT INSPIRED G.I. JOE: RETALIATION! This summer's hottest action movie draws it's inspiration from the comic that thrilled a generation! Reprinted here are the famed 'Silent Interlude' plus the first appearances of Roadblock, Duke, Flint, Lady Jaye and the original Joe himself-Joe Colton! ",https://comicbookrealm.com/series/30699/0/idw-publishing-gi-joe-roots-of-retaliation
G.I. Joe: Silent Interlude,(2014),IDW Publishing,Hard Cover:,# 1,https://comicbookrealm.com/cover-scan/f976e6158264adb3f53858426a1538d5/xl/idw-publishing-gi-joe-silent-interlude-hard-cover-1.jpg,Aug '14,$19.99,978-1631400353,,,"30th Anniversary Edition

SILENT INVASION! The story that defined a generation - G.I. JOE #21: remastered from the original art and lovingly recolored to the highest of contemporary standards. This wordless issue introduced the world to SNAKE EYE's mysterious nemesis STORM SHADOW and his ARASHIKAGE NINJA - and they've never looked better. Plus-an unprecedented glimpse of Larry Hama's original layouts and Steve Leialoha's finishes, and a look behind the scenes of the comic's creation - and at its enduring legacy! ",https://comicbookrealm.com/series/36917/0/idw-publishing-gi-joe-silent-interlude
Gabriel Rodriguez's Locke & Key: Artist's Edition Covers Portfolio,(2017),IDW Publishing,Hard Cover:,# 1,https://comicbookrealm.com/cover-scan/e2c2da88ed7dd913f17ec3c8b1671370/xl/idw-publishing-gabriel-rodriguezs-locke-key-artists-edition-covers-portfolio-hard-cover-1.jpg,Mar '17,$39.99,,,,"Presenting a selection of some of the finest and most inventive cover images from Joe Hill and Gabriel Rodriguez’ best-selling and critically acclaimed horror series, all in the IDW award-winning Artist’s Edition format. 12 intricate and thought-provoking images by Rodriguez, all scanned directly from the original art and delivered in a lovely hardcover case. ",https://comicbookrealm.com/series/47420/0/idw-publishing-gabriel-rodriguezs-locke-key-artists-edition-covers-portfolio
Garbage Pail Kids,(2016),IDW Publishing,TPB:,# 1,https://comicbookrealm.com/cover-scan/88521e9f1c7925bcc00a6810748313fa/xl/idw-publishing-garbage-pail-kids-tpb-1.jpg,Jan '16,$19.99,978-1631405105,"James Kolchaka
Scripts
Bill Wray
Pencils",,"Remember mullets and teased bangs? Stonewashed denim jackets and jeans? Well, not everything about the '80s was lame, because that's when the Garbage Pail Kids ruled the world! Those irreverent, satirical stickers quickly became a pop-culture phenomenon, but they never had their own comic book... until now! In the spirit of the avant-garde cartoonists and humorists who fathered these miscreants, a new generation of alternative-comics creators has lent their unique talents to bring the Garbage Pail Kids into the wacky world of comics.

Collects all five one-shots. ",https://comicbookrealm.com/series/42211/0/idw-publishing-garbage-pail-kids
Gateway Collection,One-Shot (2017),IDW Publishing,Issue:,nn,https://comicbookrealm.com/cover-scan/07a9e6625ba1162eab3c6067a23fefe8/xl/idw-publishing-gateway-collection-one-shot-issue-nn.jpg,2017,Free,,,, ,https://comicbookrealm.com/series/49232/0/idw-publishing-gateway-collection-one-shot
Gene Pool,One-Shot (2003),IDW Publishing,Issue:,# 1,https://comicbookrealm.com/cover-scan/0f7d5551fa0c112f92980a2463be9aa2/l/idw-publishing-gene-pool-one-shot-issue-1.jpg,Oct '03,$6.99,,"Steven Cummings
Pencils - Cover Art
Jeff Mariotte
Editor
Mark Nicholas
Colors
Robbie Robbins
Letters
Len Wein
Scripts
Marv Wolfman
Scripts",,Prestige Format ,https://comicbookrealm.com/series/19811/0/idw-publishing-gene-pool-one-shot
Genius Collected: Art of Alex Toth,(2015),IDW Publishing,Hard Cover:,box set,https://comicbookrealm.com/cover-scan/061d1a32b6f33722f6e97ca6c8beef34/xl/idw-publishing-genius-collected-art-of-alex-toth-hard-cover-box-set.jpg,Feb '15,$149.99,,,,"Includes 3 Volumes (with Slipcase) - NOTE: Printings may vary. The Eisner Award-nominated, Harvey Award-winning, critically lauded Alex Toth biography series by Dean Mullaney and Bruce Canwell is now available as a handsome slipcase set. Including Genius, Isolated; Genius, Illustrated; and Genius, Animated, this lavishly illustrated series includes the first biography of this giant of the illustration and animation fields, and has been compiled with full access and cooperation of Toth's children. From his life story and work of the early 1960s through Toth's rising profile in the television animation field, Genius Collected provides an unprecedented look at one of the most important illustrators of the modern age. A must-have for the artist or comics fan in your life.  ",https://comicbookrealm.com/series/55132/0/idw-publishing-genius-collected-art-of-alex-toth
"Genius, Illustrated: Life and Art of Alex Toth",(2013),IDW Publishing,Hard Cover:,# 1,https://comicbookrealm.com/cover-scan/d47b4dcdc1b551c53290a9453ee18ae7/xl/idw-publishing-genius-illustrated-life-and-art-of-alex-toth-hard-cover-1.jpg,Jan '13,$49.99,,,,"Dean Mullaney and Bruce Canwell continue their comprehensive review of the life and art of Alex Toth in Genius, Illustrated. Covering the years from the 1960s to Toth's poignant death in 2006, this oversized book features artwork and complete stories from Toth's latter-day work at Warren, DC Comics, Red Circle, Marvel, and his own creator-owner properties... plus samples of his animation work for Hanna-Barbera, Ruby-Spears, and others-as well as sketchbook pages, doodles, advertising art, and other rarities provided through the cooperation of Toth's family and his legion of fans. Two of Toth's best stories are reproduced complete from the original artwork: ""Burma Skies"" and ""White Devil... Yellow Devil."" A full-length text biography will chart the path from Toth's increasingly reclusive lifestyle to his touching re-connection to the world in his final years. Fans of comics, cartoons, and all-around great artwork revere Alex Toth. See why Genius, Illustrated-along with its companion volume, 2011's Genius, Isolated-are being praised as the definitive examination of the life and art of The Master, Alex Toth!  ",https://comicbookrealm.com/series/55133/0/idw-publishing-genius-illustrated-life-and-art-of-alex-toth
Ghostbusters Omnibus,(2012),IDW Publishing,TPB:,# 1,https://comicbookrealm.com/cover-scan/ef461e716e0c5037f15ce0a5fac8f8c6/xl/idw-publishing-ghostbusters-omnibus-tpb-1.jpg,Sep '12,$24.99,978-1613774410,,,"Get ready GHOSTBUSTERS fans, because three complete tales are collected here in the Ghostbusters Omnibus! Including 'Displaced Aggression,' 'The Other Side,' and 'Haunted Hollidays,' you'll see Peter, Ray, Egon, and Winston travel across time, venture to hell, and celebrate the holidays as only the Ghostbusters can. ",https://comicbookrealm.com/series/31044/0/idw-publishing-ghostbusters-omnibus
Ghostbusters: Halloween ComicFest,One-Shot (2017),IDW Publishing,Issue:,nn,https://comicbookrealm.com/cover-scan/e016a0f20914bcf240896062a11a2b23/xl/idw-publishing-ghostbusters-halloween-comicfest-one-shot-issue-nn.jpg,Oct '17,Free,8-27714-01365-8-00111,"Erik Burnham
Scripts
Luis Antonio Delgado
Cover Art - Colors
Roberto Goiriz
Pencils
Dan Schoening
Pencils - Cover Art
Neil Uyetake
Letters
Tom Waltz
Editor","Eduard Rivera
Egon Spengler (Ghostbusters)
Kylie Griffin (Ghostbusters)
Peter Venkman (Ghostbusters)
Ray Stantz (Ghostbusters)
Special Agent Ortiz (Melanie Ortiz | Ghostbusters)
Winston Zeddemore (Ghostbusters)","Halloween ComicFest 2017

Happy Horror Days!, pt. 1

""Day of Horror""

It's the day after Halloween, better known as... the Day of The Dead! Melanie Ortiz returns to NYC just in time to help the Ghostbusters track down a ghost that is going to extremes to drive its family away from New York! ",https://comicbookrealm.com/series/50041/0/idw-publishing-ghostbusters-halloween-comicfest-one-shot
Ghostbusters: Total Containment,(2014),IDW Publishing,Hard Cover:,# 1,https://comicbookrealm.com/cover-scan/6cc8d86d9444cb791bd2b0e39d3357ef/xl/idw-publishing-ghostbusters-total-containment-hard-cover-1.jpg,Mar '14,$49.99,978-1613779194,,,"This is one big Twinkie! They said nothing could hold all 16 issues of IDW's Ghostbusters series - but they didn't count on TOTAL CONTAINMENT! With psychokinetic energy on the rise in New York City and across the country, and new enemies - human and otherwise - threatening their billable hours, Peter, Egon, Ray, and Winston have to prove once again why the Ghostbusters are the real professionals.

Collects Volumes 1-4: The Man From The Mirror, The Most Magical Place On Earth, Haunted America, and Who Ya Gonna Call? ",https://comicbookrealm.com/series/35447/0/idw-publishing-ghostbusters-total-containment
The Ghoul: Treasury Edition,One-Shot (2014),IDW Publishing,Issue:,# 1,https://comicbookrealm.com/cover-scan/3963c69fda053a4aa5f2a3a9e34fadd8/xl/idw-publishing-the-ghoul-treasury-edition-one-shot-issue-1.jpg,Dec '14,$9.99,8-27714-00756-5-00111,,,"(W) Steve Niles (A/CA) Bernie Wrightson

Meet The Ghoul, a monstrous investigator with a reputation for solving the world's weirdest crimes. Presenting the original story from horror legends Steve Niles & Bernie Wrightson, in a terrifyingly large black & white treasury edition! ",https://comicbookrealm.com/series/38038/0/idw-publishing-the-ghoul-treasury-edition-one-shot
Gil Kane's Amazing Spider-Man: Artist's Edition,(2013),IDW Publishing,Hard Cover:,# 1,https://comicbookrealm.com/cover-scan/742f90c5b06353c78bbac9175eb1f4f8/xl/idw-publishing-gil-kanes-amazing-spider-man-artists-edition-hard-cover-1.jpg,Jan '13,$125.00,,,,"Collecting Amazing Spider-Man issues 96, 97, 98, 99, 100, 101, 102, and 121! Eight incredible Spider-Man stories, including some of the very best comics the wall crawler has ever appeared in: the infamous non comics code approved LSD drug issues, the ""six-arm"" Spider-Man storyline that also introduced Morbius for the very first time, and the classic of classics-The Night Gwen Stacy Died! Reproduced from the original art and presented in full-sized glory! The Green Goblin is featured prominently, as is Morbius, and there are additional appearances by Doc Ock, the Kingpin, the Lizard, and the Vulture. There will also be a gallery section with covers and exceptional splash pages. Additional scripting by Roy Thomas and Gerry Conway, with inks by John Romita and Frank Giacoia. ",https://comicbookrealm.com/series/32626/0/idw-publishing-gil-kanes-amazing-spider-man-artists-edition
The Girl and The Glim,OGN (2022),IDW Publishing,Soft Cover:,# 1,https://comicbookrealm.com/cover-scan/f2601baf61408cbdc9d22c689d02f49a/xl/idw-publishing-the-girl-and-the-glim-ogn-soft-cover-1.jpg,Jun '21,$12.99,978-1684057412,,,"An original graphic novel about being the new kid in a different school, getting picked on by the class bullies, and what happens when a magical presence takes notice. Like, can things get any worse? Starting out at a new school is tough, and Bridgette isn't having much luck, seeing as, well, she's not great at making a first impression. Or, maybe, any impression. Ugh, all these nervous feelings! Will she fit in? Will she make new friends? Will they still like her once they get to know her better? Nope. For now the best she can manage is... awkward. This is not going great. That's when she sees it. Something dark and scary... something only she can see. And she should be scared. But she isn't. Maybe scary things just need friends, too. Maybe The Glim isn't so bad after all. The Girl and The Glim is about accepting the fact that fear is okay, and that while letting other people see your vulnerabilities can be scary, it can also lead to closer friendships in the end. ",https://comicbookrealm.com/series/72144/0/idw-publishing-the-girl-and-the-glim-ogn
The Goat Getters,(2018),IDW Publishing,Hard Cover:,# 1,https://comicbookrealm.com/cover-scan/9284aab6acb3249ff9d30ff5ef0bddc9/xl/idw-publishing-the-goat-getters-hard-cover-1.jpg,Apr '18,$49.99,,,,"With more than 500 period cartoons, The Goat Getters illustrates how comics were developed by such luminaries as Rube Goldberg, Tad Dorgan, and George Herriman in the sports and lurid crime pages of the daily newspaper. This wild bunch of West Coast-based cartoonists established the dynamic anatomy and bold, tough style that continue to influence comics today, as well as their own goofy slang that enriched the popular lexicon.

The Goats Getters also captures early twentieth century-history through the lens of the newspaper comics: the landmark 1910 boxing match in Reno, Nevada between Jim Jeffries, the ""Great White Hope,"" and Jack Johnson, the first African-American heavyweight champion; the nationwide race riots that followed; the San Francisco graft trials that culminated in the shooting of the Federal Prosecutor; and the trial of Harry Thaw for the murder of architect Stanford White, a crime of passion that centered on Thaw's wife, show-girl Evelyn Nesbitt Thaw-all were venerated or vilified by Nell Brinkley, Jimmy Swinnerton, and their fellow directors of the ink and newsprint stage.  ",https://comicbookrealm.com/series/56115/0/idw-publishing-the-goat-getters
Godzilla: Unnatural Disasters,(2021),IDW Publishing,TPB:,# 1,https://comicbookrealm.com/cover-scan/d27d1288c56e21d4945dfc39b307504f/xl/idw-publishing-godzilla-unnatural-disasters-tpb-1.jpg,Jun '21,$29.99,978-1684058266,,,"The King of the Monsters is back in this compendium collecting three series: Legends, In Hell, and Rage Across Time! In a world where monsters roam freely, some stories have been lost to time... until NOW! In Legends, the kaiju of Godzilla's fearsome rogues gallery gets the spotlight featuring Anguirus, Rodan, Titanosaurus, Hedorah, and Kumonga! Then, meet Godzilla's greatest adversary of all time--the impossible tortures of Hell! It's a monster battle that takes you through the depths of the underworld. Move over dinosaurs... monsters used to rule the planet! In Rage Across Time, travel to different time periods to examine the origin of myths that fueled nightmares: Feudal Japan, ancient Greece, medieval England, and classic Rome! ",https://comicbookrealm.com/series/65314/0/idw-publishing-godzilla-unnatural-disasters
Goosebumps: Creep Crawly Comics,(2020),IDW Publishing,Soft Cover:,# 1,https://comicbookrealm.com/cover-scan/b8d5329b782b1f496199b7cd1c4012ff/xl/idw-publishing-goosebumps-creep-crawly-comics-soft-cover-1.jpg,Oct '20,$19.99,978-1684057658,,,"Brave the spine-tingling world of R.L. Stine to uncover the thrills and chills of the first ever Goosebumps comic series to feature original stories in this graphic novel collecting three separate tales! Monsters At Midnight offers a new creepy carousel spin on HorrorLand! When Mia and Ginny go to stay at their Grandma's mothball-filled house for the summer, boredom forces them to venture out into her tiny town. But, soon, what appears to be a dusty used bookstore plunges them into an upside-down world of terror! In Download and Die, when Mitra and her two besties find a phone with the latest and greatest technology and apps, they think they are dreaming. But when push (notifications) come to shove, they might be living a nightmare! With the phone turning them against each other, can Mitra do a hard reset before it's too late? Finally, in Horrors of the Witch House, all the kids in Beaver Creek, Oregon, know that the old Whaley House is probably haunted, so when young tech entrepreneur Veruca Curry moves in, the kids fear that there's more to her than meets the eye. The adults in town think that Veruca is just the sort of hip, young new blood that Beaver Creek needs, but Rosie, a loner who loves anime and Japanese comics, Carlos, a popular preppy boy, and Becca, the school's star athlete, aren't so sure. ",https://comicbookrealm.com/series/62183/0/idw-publishing-goosebumps-creep-crawly-comics
Gramercy Park,(2019),IDW Publishing,Hard Cover:,# 1,https://comicbookrealm.com/cover-scan/1d240da7ad853d4b80a3e44d471e63b0/xl/idw-publishing-gramercy-park-hard-cover-1.jpg,Oct '19,$19.99,978-1684055500,,,"What could possibly connect two solitary beings-a former Opéra de Paris dancer and an elusive man whom everyone fears? New York, 1954. On the roof of an apartment building, a young woman patiently tends to her beehives and seems to be longing for someone or something. In the building across the street lives a kingpin of crime, isolated from the world, except for one mysterious weekly outing. They don't know each other, but they can see one another. Between them, the void, a police car, and a private fenced-in park under lock and key. Gramercy Park is one of those rare graphic novels that defies the obvious and clichéd, allowing the reader the freedom to wander in this mysterious adventure and get lost in the poetic script of Timothée de Fombelle and embrace the delicate drawings and muted colors of Christian Cailleaux. ",https://comicbookrealm.com/series/58207/0/idw-publishing-gramercy-park
Graveslinger,(2009),IDW Publishing,TPB:,# 1,https://comicbookrealm.com/cover-scan/2e55bc3bb8d5e1c30560c6a50fdde96b/l/idw-publishing-graveslinger-tpb-1.jpg,Mar '09,$19.99,978-1600103643,"Carlos Badilla
Colors
John Cboins
Pencils - Inks
Shannon Eric Denton
Scripts
Ed Dukeshire
Letters
Jeff Mariotte
Scripts
Kristen Simon
Asst. Editor
Nima Sorat
Pencils - Inks
Jim Valentino
Editor
Chris Wood
Colors",, ,https://comicbookrealm.com/series/22820/0/idw-publishing-graveslinger
Grimwood's Daughter,(2009),IDW Publishing,Hard Cover:,# 1,https://comicbookrealm.com/cover-scan/eae026abfc994ab1f23edca92ae13f86/l/idw-publishing-grimwoods-daughter-hard-cover-1.jpg,Sep '09,$12.99,,,, ,https://comicbookrealm.com/series/23840/0/idw-publishing-grimwoods-daughter
Grot: Story of the Swamp City Grifters,(2020),IDW Publishing,TPB:,# 1,https://comicbookrealm.com/cover-scan/15c01dc7769f6705891556a89662516f/xl/idw-publishing-grot-story-of-the-swamp-city-grifters-tpb-1.jpg,May '20,$19.99,978-1603094665,,,"""Anyone willing to get filthy can also get rich."" In this dystopian swamp city, two brothers find that opportunity and exploitation lurk around every corner. But who's smarter: the hordes of people rushing to move in, or the equal horde desperate to leave? Penn and Lipton Wise have set out to Falter City to make their fortune. It's the future, obviously, and things are pretty grim. The Australian landscape is traumatized. Plague is rampant. Machines only work as well as the poor sod pedaling them. Things are hotter and wetter than they used to be, giving the whole place the vibe of a sweaty armpit. Lippy and Penn are hoping to set up shop in this grimy boom-town, but they've got to stay frosty, because it's teeming with hustlers, swindlers, and scoundrels. It's the sort of place where a lucky moron could make an outrageous fortune in an afternoon and lose it all before bedtime. The sort of place where two enterprising teenagers could really make something of themselves. Or so they say. In his follow-up to the critically acclaimed Blue, Pat Grant confirms his reputation as ""the Australian Mark Twain"" (Craig Thompson, author of Blankets and Habibi) with a page-turning graphic novel about economic inequality, desperation, and the gambler's addiction to hope even in the worst of times. ",https://comicbookrealm.com/series/60651/0/idw-publishing-grot-story-of-the-swamp-city-grifters
Gulliver's Travels,(2010),IDW Publishing,Hard Cover:,# 1,https://comicbookrealm.com/cover-scan/1ec266cbbfba151fd3b7d74a2373a8d5/xl/idw-publishing-gullivers-travels-hard-cover-1.jpg,,$16.99,,,, ,https://comicbookrealm.com/series/27353/0/idw-publishing-gullivers-travels
H.G. Wells' Island of Dr. Moreau,(2020),IDW Publishing,Hard Cover:,# 1,https://comicbookrealm.com/cover-scan/5cd39415821095a09bdbfcb7d222530f/xl/idw-publishing-hg-wells-island-of-dr-moreau-hard-cover-1.jpg,Mar '20,$24.99,978-1684056514,,,"As relevant today as when Wells wrote it in 1896, this graphic novel adaptation addresses the question all scientists should ask themselves: ""Just because we can do something, does that mean we should?"" Diablo House writer/co-creator Ted Adams joins Locke & Key artist/co-creator Gabriel Rodriguez to present an all-new version of H.G. Wells' classic science fiction novel. This bold adaptation gives us a new protagonist in the form of Ellen Prendick, whose point of view shines a new light upon the horrific events on the cursed island, providing unique insights into one of the world's favorite stories. ",https://comicbookrealm.com/series/60652/0/idw-publishing-hg-wells-island-of-dr-moreau
Hairball: A Cal McDonald Mystery,One-Shot (2002),IDW Publishing,Issue:,# 1,https://comicbookrealm.com/cover-scan/56b5b4facfcaf125f9d5282a47a4a756/xl/idw-publishing-hairball-a-cal-mcdonald-mystery-one-shot-issue-1.jpg,Oct '02,$2.99,,,,"Cal McDonald's back in Hairball, collecting a four-part story that originally appeared in Dark Horse Presents. This time around, everybody's favorite private dick of the paranormal runs across a pack of wild teen werewolves that only Cal and his undead pals can stop. ",https://comicbookrealm.com/series/32484/0/idw-publishing-hairball-a-cal-mcdonald-mystery-one-shot
Hammer: Complete Series,(2014),IDW Publishing,Hard Cover:,# 1,https://comicbookrealm.com/cover-scan/e60cc679a8647289fbcd932d033a813d/xl/idw-publishing-hammer-complete-series-hard-cover-1.jpg,Oct '14,$34.99,978-1631401251,"Ken Bruzenak
Letters
Les Dorscheid
Colors
Kelley Jones
Scripts - Pencils",,"Kelly Jones Complete Series

Against the crawling corruption of the darkest pits of the universe stands only one man. A hero whose knowledge spans the limitless depths of both the Necronomicon and the Betty Crocker cookbook. The salvation of our world rests in the greasy hands of a morally ambiguous, fried-food craving zealot for good. His enemies and his friends fear him, his grocer loves him. He is The Hammer. ",https://comicbookrealm.com/series/37882/0/idw-publishing-hammer-complete-series
Hap and Leonard: Savage Season,(2017),IDW Publishing,TPB:,# 1,https://comicbookrealm.com/cover-scan/8060833f172fc82c0169accd5b2d895d/xl/idw-publishing-hap-and-leonard-savage-season-tpb-1.jpg,Oct '17,$17.99,978-1684051847,,,"Hap Collins and Leonard Pine are best friends, yet they couldn't be more different. Hap is an East Texas white boy with a weakness for all women. Leonard is a gay, black Vietnam vet. Together, they stir up more commotion than a firestorm. But that's just the way they like it. When Trudy, an ex-flame of Hap's returns promising a huge score, Hap lets Leonard in on the scam. That's when things get interesting... ",https://comicbookrealm.com/series/49817/0/idw-publishing-hap-and-leonard-savage-season
