Title,Volume,Publisher,Label,Issue Number,Image,Cover Date,Cover Price,ISBN/UPC,Contributors,Characters,Details,URL
"When Dinos Dawned, Mammals Got Muched, and Pterosaurs Took Flight",(2012),National Geographic Society,Hard Cover:,# 1,https://comicbookrealm.com/cover-scan/1733e615df99340fc51255e53a918b93/xl/national-geographic-society-when-dinos-dawned-mammals-got-muched-and-pterosaurs-took-flight-hard-cover-1.jpg,2012,$17.95,978-1426308628,,, ,https://comicbookrealm.com/series/63497/0/national-geographic-society-when-dinos-dawned-mammals-got-muched-and-pterosaurs-took-flight
"When Fish Got Feet, Sharks Got Teeth, and Bugs Began to Swarm",(2007),National Geographic Society,Hard Cover:,# 1,https://comicbookrealm.com/cover-scan/4b16ced13495bfbcc7184f7d24700515/xl/national-geographic-society-when-fish-got-feet-sharks-got-teeth-and-bugs-began-to-swarm-hard-cover-1.jpg,2007,$16.95,978-1426300783,,, ,https://comicbookrealm.com/series/63498/0/national-geographic-society-when-fish-got-feet-sharks-got-teeth-and-bugs-began-to-swarm
Rhaj,One-Shot (1988),Mystic Dreams,Issue:,preview,https://comicbookrealm.com/cover-scan/e1eff8a9b75887894aa1e06d7187db8f/xl/mystic-dreams-rhaj-one-shot-issue-preview.jpg,1988,Free,,,, ,https://comicbookrealm.com/series/57076/0/mystic-dreams-rhaj-one-shot
Rhaj and the Crystal Sphinx,One-Shot (1988),Mystic Dreams,Issue:,# 1,https://comicbookrealm.com/cover-scan/e420297b347f8c339c08f25699b32665/xl/mystic-dreams-rhaj-and-the-crystal-sphinx-one-shot-issue-1.jpg,1988,$1.25,,,,Limited to 850 hand-numbered copies ,https://comicbookrealm.com/series/57077/0/mystic-dreams-rhaj-and-the-crystal-sphinx-one-shot
Thunder & Lightning Preview,One-Shot (2016),Mind Wave Comics,Issue:,preview,https://comicbookrealm.com/cover-scan/62e58ac5a7f9ffb41d424660e244fcbc/xl/mind-wave-comics-thunder-lightning-preview-one-shot-issue-preview.jpg,2016,Free,,,,Preview Giveaway ,https://comicbookrealm.com/series/70544/0/mind-wave-comics-thunder-lightning-preview-one-shot
Totem,One-Shot (2017),Mind Wave Comics,Issue:,# 1,https://comicbookrealm.com/cover-scan/39069fa188a2edb9634c617e88747e7a/xl/mind-wave-comics-totem-one-shot-issue-1.jpg,2017,$5.00,,,, ,https://comicbookrealm.com/series/62973/0/mind-wave-comics-totem-one-shot
Von Fange Brothers: Green Hair & Red S's,One-Shot (1996),Mikey-Sized Comics,Issue:,nn,https://comicbookrealm.com/cover-scan/9c1a09e5c003e0605e17a21d5d8f3f0a/xl/mikey-sized-comics-von-fange-brothers-green-hair-red-ss-one-shot-issue-nn.jpg,1996,$1.75,,,, ,https://comicbookrealm.com/series/45335/0/mikey-sized-comics-von-fange-brothers-green-hair-red-ss-one-shot
Von Fange Brothers: Uncommons,One-Shot (1996),Mikey-Sized Comics,Issue:,nn,https://comicbookrealm.com/cover-scan/f9bec965bc07619a4daedf143a43061c/xl/mikey-sized-comics-von-fange-brothers-uncommons-one-shot-issue-nn.jpg,,$1.75,,,, ,https://comicbookrealm.com/series/45336/0/mikey-sized-comics-von-fange-brothers-uncommons-one-shot
Dan Parent Sketchbook,(2014),McMann & Tate,TPB:,# 1,https://comicbookrealm.com/cover-scan/ab249061c0697e9eecc7329693fc8121/xl/mcmann-tate-dan-parent-sketchbook-tpb-1.jpg,Jan '14,$15.00,,"Dan Parent
Pencils - Cover Art",, ,https://comicbookrealm.com/series/48439/0/mcmann-tate-dan-parent-sketchbook
Dumb-Ass Express,One-Shot (1998),McMann & Tate,Issue:,# 1,https://comicbookrealm.com/cover-scan/454d1ca871e6d118d859290371078dce/xl/mcmann-tate-dumb-ass-express-one-shot-issue-1.jpg,,$2.95,,,, ,https://comicbookrealm.com/series/29134/0/mcmann-tate-dumb-ass-express-one-shot
Samurai Chef: Complete Edition,(2019),Mayamada Ltd,TPB:,# 1,https://comicbookrealm.com/cover-scan/eb596ee53bc2bcb76e44b8f985360c59/xl/mayamada-ltd-samurai-chef-complete-edition-tpb-1.jpg,May '19,$15.99,978-0993112102,,,"Samurai Chef tells the story of a cooking show where dishes are judged by the Samurai Chef, with his samurai sword! It begins as a simple competition, but takes a twist when the chefs add special ingredients to turn each dish into food monsters and judging into a real battle. What follows is an escalating contest between the Samurai Chef and each new dish, eventually bringing the attention of more threatening opponents in this action-comedy epic! ",https://comicbookrealm.com/series/56680/0/mayamada-ltd-samurai-chef-complete-edition
Serious,(2019),Mayamada Ltd,TPB:,# 1,https://comicbookrealm.com/cover-scan/dd6c7e7006e8e992f5ac4516343208c9/xl/mayamada-ltd-serious-tpb-1.jpg,May '19,$15.99,978-0993112133,,,"Serious is the story of an ambitious young rabbit named Blake. His goal? Success in the Jungle, a fierce city where rest is for the weak. That's not enough to scare a kid from the poor, but tough, town of Serveton. Blake sets off on a quest to bring together a talented business team and meet the challenge head on. However, he won't get far before learning a hard lesson: to make it in the Jungle, you have to be Serious. ",https://comicbookrealm.com/series/56681/0/mayamada-ltd-serious
Teaching Early Reader: Comics and Graphic Novels,(2013),Maupin House Publishing,Soft Cover:,# 1,https://comicbookrealm.com/cover-scan/6e2250f54110bcb1f7a446e3ed5ded1b/xl/maupin-house-publishing-teaching-early-reader-comics-and-graphic-novels-soft-cover-1.jpg,Jan '13,$29.95,,,,"Engage even the youngest readers with Dr. Monnin's standards-based lessons and strategic approach to teaching comics and graphic novels to early readers! Examples from a wide variety of comics and graphic novels--including multicultural models--and recommended reading lists help teachers of grades K-6 seamlessly teach print-text and image literacies together. Teaching Early Reader Comics and Graphic Novels shows you how to address the unique needs of striving readers, connect reading and writing, teach the necessary terminology, and apply the standards to any graphic novel or comic for emerging through advanced readers. A companion blog, www.teachinggraphicnovels.blogspot.com, offers free downloads, teaching tips, and updates on new comics and graphic novels you can use in your classroom. Tap into the power of comics and graphic novels to engage all learners! ",https://comicbookrealm.com/series/60169/0/maupin-house-publishing-teaching-early-reader-comics-and-graphic-novels
Teaching Graphic Novels: Practical Strategies for the Secondary ELA Classroom,(2010),Maupin House Publishing,Soft Cover:,# 1,https://comicbookrealm.com/cover-scan/dbc5940860cd33c9f0a4ddadcca10c68/xl/maupin-house-publishing-teaching-graphic-novels-practical-strategies-for-the-secondary-ela-classroom-soft-cover-1.jpg,Jan '10,$24.95,,,,"Harness the power of graphic novels to promote literacy with standards-based strategies that engage secondary students! Includes examples from graphic novels, professional resource suggestions, strategies that can be used with any graphic novel, and extra support for English-language learners, this flexible resource takes the guesswork out of teaching with graphic novels and builds in the fun. ",https://comicbookrealm.com/series/60167/0/maupin-house-publishing-teaching-graphic-novels-practical-strategies-for-the-secondary-ela-classroom
Witch Girls,One-Shot (2002),Manga Graphix,Issue:,# 1,https://comicbookrealm.com/cover-scan/c295bbcb8b5c6fa4878a11e3b2e10027/xl/manga-graphix-witch-girls-one-shot-issue-1.jpg,,$4.99,,,,"On a world were magic is the dominion of a rare group of females who have for millennia lived by the creed ""Wickedness is Wonderful."" Meet the brave Janette and her haughty cousin, Annabelle. Follow Janette and see her discover her true heritage in a seriously fun fashion! ",https://comicbookrealm.com/series/67385/0/manga-graphix-witch-girls-one-shot
Witch Girls Tales,Vol. 1 (2003),Manga Graphix,Issue:,# 1,https://comicbookrealm.com/cover-scan/e68985f2ef12f2140c872173ce97e319/xl/manga-graphix-witch-girls-tales-vol-1-issue-1.jpg,Apr '03,$2.99,,,,"""Mother's Day"" goes to Coventry School for Girls where witches rule. ""The Adventures of Little Boy"" introduces a new hero in a story of high adventure, and ""Bored Games"" joins Janette and Annabelle on a new adventure searching for a birthday present for their aunt. ",https://comicbookrealm.com/series/67388/0/manga-graphix-witch-girls-tales-vol-1
The Strange Death of Alex Raymond,(2021),Living The Line,Hard Cover:,# 1,https://comicbookrealm.com/cover-scan/e4aff0d51a8c64318504c93e52136b8c/xl/living-the-line-the-strange-death-of-alex-raymond-hard-cover-1.jpg,Aug '21,$39.99,978-1736860502,,,"Death of Alex Raymond

""Comics' answer to Finnegan's Wake, an inspired work of obsessivegenius that will take a long time to untangle."" - Rob Salkowitz, SeniorContributor, FORBES ""The Strange Death of Alex Raymond is one of the most spectacularcomics I have ever read or seen. I can't recommend it enough, although you mayhate it. Bizarre and beautiful and completely unique."" - Jim Rugg, Cartoonist Kayfabe, Street Angel, The P.L.A.I.N. Janes ""This is a master work. I'm honoured to have even laid eyes on it."" - E.S.Glenn, author of Unsmooth, cartoonist for The New Yorker ""Amust-read for anyone interested in the history and craft of comics"" - BrandonGraham, King City, Warhead, Prophet ""Grubaugh provides a brilliant and fitting conclusion to what would haveotherwise been one of the most notable unfinished works of recent times. I forone am excited at holding the completed Strange Death of Alex Raymond inmy hands."" - Gary Spencer Millidge, Strangehaven, Alan Moore: Portrait of anExtraordinary Gentleman Legendary creator Dave Sim is renownedworld-wide for his groundbreaking Cerebus the Aardvark. Now, in TheStrange Death of Alex Raymond, Sim brings to life the history of comics'greatest creators, using their own techniques. Equal parts UnderstandingComics and From Hell, Strange Death is a head-on collision ofink drawing and spiritual intrigue, pulp comics and movies, history and fiction.The story traces the lives and techniques of Alex Raymond (Flash Gordon, RipKirby), Stan Drake (Juliet Jones), Hal Foster (Prince Valiant),and more, dissecting their techniques through recreations of their artwork,and highlighting the metatextual resonances that bind them together. Foreword by Eddie Campbell. ",https://comicbookrealm.com/series/65804/0/living-the-line-the-strange-death-of-alex-raymond
The Strange Death of Alex Raymond,(2021),Living The Line,Hard Cover:,# 1,https://comicbookrealm.com/cover-scan/9be861dd990b06373a1c103fed5d0e4e/xl/living-the-line-the-strange-death-of-alex-raymond-hard-cover-1.jpg,Aug '21,$40.00,978-1736860502,,,"The Strange Death of Alex Raymond

""Comics' answer to Finnegan's Wake, an inspired work of obsessivegenius that will take a long time to untangle."" - Rob Salkowitz, SeniorContributor, FORBES ""The Strange Death of Alex Raymond is one of the most spectacularcomics I have ever read or seen. I can't recommend it enough, although you mayhate it. Bizarre and beautiful and completely unique."" - Jim Rugg, Cartoonist Kayfabe, Street Angel, The P.L.A.I.N. Janes ""This is a master work. I'm honoured to have even laid eyes on it."" - E.S.Glenn, author of Unsmooth, cartoonist for The New Yorker ""Amust-read for anyone interested in the history and craft of comics"" - BrandonGraham, King City, Warhead, Prophet ""Grubaugh provides a brilliant and fitting conclusion to what would haveotherwise been one of the most notable unfinished works of recent times. I forone am excited at holding the completed Strange Death of Alex Raymond inmy hands."" - Gary Spencer Millidge, Strangehaven, Alan Moore: Portrait of anExtraordinary Gentleman Legendary creator Dave Sim is renownedworld-wide for his groundbreaking Cerebus the Aardvark. Now, in TheStrange Death of Alex Raymond, Sim brings to life the history of comics'greatest creators, using their own techniques. Equal parts UnderstandingComics and From Hell, Strange Death is a head-on collision ofink drawing and spiritual intrigue, pulp comics and movies, history and fiction.The story traces the lives and techniques of Alex Raymond (Flash Gordon, RipKirby), Stan Drake (Juliet Jones), Hal Foster (Prince Valiant),and more, dissecting their techniques through recreations of their artwork,and highlighting the metatextual resonances that bind them together. Foreword by Eddie Campbell. ",https://comicbookrealm.com/series/67811/0/living-the-line-the-strange-death-of-alex-raymond
Sci-Fi & Fantasy Oil Painting Masterclass,(2021),Korero Books,Soft Cover:,# 1,https://comicbookrealm.com/cover-scan/21836acad5eb1d870392a67d19f7c356/xl/korero-books-sci-fi-fantasy-oil-painting-masterclass-soft-cover-1.jpg,May '21,$36.95,978-1912740109,,,"This detailed, user-friendly oil painting workbook is a companion to Patrick's Sci-fi & Fantasy Oil Painting Techniques, and features previously unpublished artworks. With his ever-evolving use of technique, Patrick explores methods for painting various textures - from fabric and fur to gold and flesh - and demonstrates various ways to work solvent free. The sheer scale and breadth of Patrick's experience, and the wealth of invaluable information he shares, means that no artist, art lover, or art student should be without this volume on their bookshelves. ",https://comicbookrealm.com/series/64761/0/korero-books-sci-fi-fantasy-oil-painting-masterclass
Sex and Horror,(2021),Korero Books,Soft Cover:,# 4,https://comicbookrealm.com/cover-scan/4f3b2c667023a2b0cf97fa6b54d3dc18/xl/korero-books-sex-and-horror-soft-cover-4.jpg,May '21,$36.95,978-1912740093,,,"The Sex and Horror series celebrates the 1960s and '70s publishing phenomenon known as ""fumetti sexy"" - Italian adult comics with a unique take on such genres as horror, crime, fantasy, history and fairy tales. Wilder and weirder than you can imagine, they were some of the most outrageous and shocking comics ever produced. These weren't underground publications: they were mass market and their highly erotic covers were seen on every newsstand and kiosk across the country. ",https://comicbookrealm.com/series/64762/0/korero-books-sex-and-horror
Sex + Violence Comix,(1975),Kris Jackson,Issue:,# 1,https://comicbookrealm.com/cover-scan/41824adca3a72b95cd0263ff52ba9c80/xl/kris-jackson-sex-violence-comix-issue-1.jpg,Jan '75,$0.55,,,, ,https://comicbookrealm.com/series/69126/0/kris-jackson-sex-violence-comix
Sky Bums and Space Gypsies,One-Shot (1976),Kris Jackson,Issue:,nn,https://comicbookrealm.com/cover-scan/103ab26849283dd8292f1a4423d3712d/xl/kris-jackson-sky-bums-and-space-gypsies-one-shot-issue-nn.jpg,Mar '76,$0.65,,,,Only Printing ,https://comicbookrealm.com/series/69139/0/kris-jackson-sky-bums-and-space-gypsies-one-shot
Funky Winkerbean: Attack of the Band Moms,(1996),NLP Marketing,Soft Cover:,# 1,https://comicbookrealm.com/cover-scan/d2bed4e0a6494fc3452625743c156da9/xl/nlp-marketing-funky-winkerbean-attack-of-the-band-moms-soft-cover-1.jpg,,$6.95,,,, ,https://comicbookrealm.com/series/62913/0/nlp-marketing-funky-winkerbean-attack-of-the-band-moms
Funky Winkerbean: Football Fields are for Band Practice,(1986),NLP Marketing,Soft Cover:,# 1,https://comicbookrealm.com/cover-scan/a3e55e79dec471dcd1df6ad988528ada/xl/nlp-marketing-funky-winkerbean-football-fields-are-for-band-practice-soft-cover-1.jpg,,$0.00,,,, ,https://comicbookrealm.com/series/62914/0/nlp-marketing-funky-winkerbean-football-fields-are-for-band-practice
Funky Winkerbean: Harry L. Dinkle Live at Carnegie Hall,(1988),NLP Marketing,Soft Cover:,# 1,https://comicbookrealm.com/cover-scan/779630cd9809d73345b34a4c0d54e902/xl/nlp-marketing-funky-winkerbean-harry-l-dinkle-live-at-carnegie-hall-soft-cover-1.jpg,,$0.00,,,, ,https://comicbookrealm.com/series/62916/0/nlp-marketing-funky-winkerbean-harry-l-dinkle-live-at-carnegie-hall
Funky Winkerbean: I Never Promised You a Rose Parade,(1990),NLP Marketing,Soft Cover:,# 1,https://comicbookrealm.com/cover-scan/9411b21cdb72457ecf4a1d014e8d9923/xl/nlp-marketing-funky-winkerbean-i-never-promised-you-a-rose-parade-soft-cover-1.jpg,,$4.95,,,, ,https://comicbookrealm.com/series/62915/0/nlp-marketing-funky-winkerbean-i-never-promised-you-a-rose-parade
Funky Winkerbean: Sunday Concert,(1987),NLP Marketing,Soft Cover:,# 1,https://comicbookrealm.com/cover-scan/388a63d6ffce11e383a2de1f23e8ee3f/xl/nlp-marketing-funky-winkerbean-sunday-concert-soft-cover-1.jpg,,$0.00,,,, ,https://comicbookrealm.com/series/62911/0/nlp-marketing-funky-winkerbean-sunday-concert
Funky Winkerbean: Would the Ushers Please Lock the Doors!,(1994),NLP Marketing,Soft Cover:,# 1,https://comicbookrealm.com/cover-scan/bb1dc5ffe6c9e1f9ccd72ea2ec251607/xl/nlp-marketing-funky-winkerbean-would-the-ushers-please-lock-the-doors-soft-cover-1.jpg,,$4.95,,,, ,https://comicbookrealm.com/series/62917/0/nlp-marketing-funky-winkerbean-would-the-ushers-please-lock-the-doors
DC Super Hero: Math and Tech,(2020),Downtown Bookworks,Soft Cover:,# 1,https://comicbookrealm.com/cover-scan/848a8b610df6fe9fcd070a46c5779373/xl/downtown-bookworks-dc-super-hero-math-and-tech-soft-cover-1.jpg,Nov '20,$12.99,978-1950587070,,,"Battle fractions with Superman. Conquer geometry with Green Lantern. Outwit the order of operations with Wonder Woman, and brush up on cutting-edge advances in technology and engineering with Batman. Math has never been so exciting! Learn about angles, grids, graphs, shapes, and more with DC’s most beloved super heroes. Practice multiplication, division, and fractions and even learn about coding, all while seeing how math can make it easier for super heroes to save the day. ",https://comicbookrealm.com/series/62523/0/downtown-bookworks-dc-super-hero-math-and-tech
DC Super Heroes: ABC,(2021),Downtown Bookworks,Hard Cover:,# 1,https://comicbookrealm.com/cover-scan/b8e2d14ce39650e7fa4f8472265f148c/xl/downtown-bookworks-dc-super-heroes-abc-hard-cover-1.jpg,Jun '21,$10.99,978-1950587216,,,"From Aqualad to Zoom, every letter in the alphabet stands for a beloved DC character, an awesome superpower, or a cool tool. The littlest comic book fans can learn to sound out letter sounds for everyday super hero words, from boots and capes to Wonder Woman and villains.

Board Book ",https://comicbookrealm.com/series/65482/0/downtown-bookworks-dc-super-heroes-abc
DC Super Heroes: Diversity is a Superpower,(2021),Downtown Bookworks,Hard Cover:,# 1,https://comicbookrealm.com/cover-scan/e36212f445a10e060a39645317aa6293/xl/downtown-bookworks-dc-super-heroes-diversity-is-a-superpower-hard-cover-1.jpg,Jun '21,$10.99,978-1950587209,,,"DC super heroes come from all over the universe! They look different, think differently, and have unique talents. Working together makes them stronger. Superman and Supergirl come from the planet Krypton, and they can fly. Aqualad and Aquaman can breathe underwater. Beast Boy is green and Starfire is orange. And Cyborg has robotic body parts. All of DC's super heroes have special talents, and each one is valued for the things that make them different! The ways in which they support one another and do great things together will inspire the littlest super hero fans and citizens of the world.

Board Book ",https://comicbookrealm.com/series/65483/0/downtown-bookworks-dc-super-heroes-diversity-is-a-superpower
DC Super Heroes: My First Book of Girl Power,(2021),Downtown Bookworks,Hard Cover:,# 1,https://comicbookrealm.com/cover-scan/fdfb397307a586ed7fe6b6fc037f8c24/xl/downtown-bookworks-dc-super-heroes-my-first-book-of-girl-power-hard-cover-1.jpg,May '21,$10.99,978-1950587223,,,"Girl Power

Wonder Woman can always uncover the truth. Bumblebee is a brilliant scientist. And Batgirl is a computer genius. DC's super heroes have amazing powers! My First Book of Girl Power introduces young fans to a range of exciting role models. From Nubia, Wonder Woman's brave Amazon sister to Jessica Cruz who uses her power ring to help others, to Super Girl who uses her super-strength to protect people, all of the women featured in this colorful board book work to make the world a safer, better place.

Board Book ",https://comicbookrealm.com/series/65528/0/downtown-bookworks-dc-super-heroes-my-first-book-of-girl-power
DC Super Heroes: My First Book of Superpowers,(2021),Downtown Bookworks,Hard Cover:,# 1,https://comicbookrealm.com/cover-scan/b510818d0885eee2d3a5e2fb185a3892/xl/downtown-bookworks-dc-super-heroes-my-first-book-of-superpowers-hard-cover-1.jpg,Jun '21,$10.00,978-1950587230,,,"Superman and Supergirl come from the planet Krypton. They have X-ray vision, heat vision, super-strength-and they can fly! Green Lantern can fly too! And his power ring lets him make force fields. The Flash is the fastest man on Earth. The Shazam famly looks like a regular bunch of kids-until they say ""Shazam!"" This board book offers the perfect introduction to beloved DC characters and their amazing superpowers.

Board Book ",https://comicbookrealm.com/series/65484/0/downtown-bookworks-dc-super-heroes-my-first-book-of-superpowers
DC Super Heroes: Power of Kindness,(2021),Downtown Bookworks,Hard Cover:,# 1,https://comicbookrealm.com/cover-scan/f4b8a3ad023ee851b9738c4145e755e4/xl/downtown-bookworks-dc-super-heroes-power-of-kindness-hard-cover-1.jpg,Jun '21,$10.99,978-1950587186,,,"Superman, Batman, Wonder Woman, Green Lantern and more of DC's beloved super heroes illustrate the importance of kindness. Batman shares his cool tools with Robin. Wonder Woman teaches Wonder Girl how to use a magic lasso. Aquaman cares for the creatures in the sea. Green Lantern will rush off to help any member of the Corps who is in trouble. All of the super heroes look out for people who aren't as strong as they are! In doing so, they show that greatness comes from giving to others.

Board Book ",https://comicbookrealm.com/series/65485/0/downtown-bookworks-dc-super-heroes-power-of-kindness
Star Wars Poe Dameron: Free Fall,(2020),Disney LucasFilm Press,Hard Cover:,# 1,https://comicbookrealm.com/cover-scan/ef59266ffb93cd6669952b7593e2b013/xl/disney-lucasfilm-press-star-wars-poe-dameron-free-fall-hard-cover-1.jpg,Aug '20,$17.99,978-1368051668,,,"Star Wars Free Fall Novel

Learn more about the dashing hero from the new Star Wars films! Telling a story hinted at in The Rise of Skywalker.... It's been a few years since Poe's mother passed away, and Poe and his father, who was a pilot for the Rebellion, have had more and more trouble connecting. Not sure what he wants to do with his life, teenage Poe runs away from home to find adventure, and to figure out what kind of man he is meant to be. ",https://comicbookrealm.com/series/62524/0/disney-lucasfilm-press-star-wars-poe-dameron-free-fall
Star Wars: Clone Wars - Stories of Light and Dark,(2020),Disney LucasFilm Press,Hard Cover:,# 1,https://comicbookrealm.com/cover-scan/1fd894115bf99395e6ef7c011bd94b52/xl/disney-lucasfilm-press-star-wars-clone-wars-stories-of-light-and-dark-hard-cover-1.jpg,Aug '20,$17.99,978-1368057295,,,"Star Wars Clone Wars Stories Of Light & Dark Novel

An epic clash between the forces of light and dark, between the Galactic Republic and the Separatists, between brave heroes and brilliant villains...the fate of the galaxy is at stake in the Emmy Award-winning animated series, Star Wars: The Clone Wars. In this exciting anthology, eleven authors who are also fans of the series bring stories from their favorite show to life. Gathered here are memorable moments and stunning adventures, from attempted assassinations to stolen bounties, from lessons learned to loves lost. All of your favorite characters from The Clone Wars are here: Anakin Skywalker, Yoda, Obi-Wan Kenobi, Ahsoka Tano, Captain Rex, Darth Maul, Count Dooku and more! Contributors: Lou Anders, Tom Angleberger, Preeti Chhibber, E. Anne Convery, Zoraida Córdova, Sarah Beth Durst, Jason Fry, Yoon Ha Lee, Rebecca Roanhorse, Anne Ursu, Greg van Eekhout ",https://comicbookrealm.com/series/62525/0/disney-lucasfilm-press-star-wars-clone-wars-stories-of-light-and-dark
Star Wars: Galactic Storybook,(2021),Disney LucasFilm Press,Hard Cover:,# 1,https://comicbookrealm.com/cover-scan/cdc64c929d7b18e1ae23af4626c5d1c7/xl/disney-lucasfilm-press-star-wars-galactic-storybook-hard-cover-1.jpg,Jan '21,$10.99,978-1368063562,,,"With six stories from a galaxy far, far away, this treasury features adorable illustrations by Katie Cook on every page, stained edges, and a soft padded cover. ",https://comicbookrealm.com/series/63044/0/disney-lucasfilm-press-star-wars-galactic-storybook
Star Wars: A Jedi You Will Be,(2020),Disney LucasFilm Press,Hard Cover:,# 1,https://comicbookrealm.com/cover-scan/2348ff1e22c60b3dae8373115d73894d/xl/disney-lucasfilm-press-star-wars-a-jedi-you-will-be-hard-cover-1.jpg,Oct '20,$17.99,978-1368057240,,,"Celebrate the 40th anniversary of Star Wars: The Empire Strikes Back and learn how to use the Force in this hilarious and stylized picture book narrated by everybody's favorite Jedi Master, Yoda! ",https://comicbookrealm.com/series/61739/0/disney-lucasfilm-press-star-wars-a-jedi-you-will-be
Star Wars: Original Trilogy,(2018),Disney LucasFilm Press,Hard Cover:,# 1,https://comicbookrealm.com/cover-scan/5bb45453d14dc2f45727c02b39eb4fa7/xl/disney-lucasfilm-press-star-wars-original-trilogy-hard-cover-1.jpg,Jun '18,$19.99,978-1484737842,,,"Experience the original Star Wars trilogy is a way you've never seen it before in this action-packed original graphic novel that retells the greatest space saga of all time! From a lonely moisture farmer on Tatooine to a Jedi Knight on Endor, follow the journey of Luke Skywalker and his friends - Han Solo, Princess Leia, Lando Calrissian, R2-D2, and C-3P0 - as they seek to free the galaxy from the tyranny of the Galactic Empire and its greatest warrior, Darth Vader! ",https://comicbookrealm.com/series/52830/0/disney-lucasfilm-press-star-wars-original-trilogy
Star Wars: Rise of a Hero,(2017),Disney LucasFilm Press,Hard Cover:,# 1,https://comicbookrealm.com/cover-scan/79477f649379284828a938523e62e29c/xl/disney-lucasfilm-press-star-wars-rise-of-a-hero-hard-cover-1.jpg,Aug '17,$10.99,978-1484799338,,,"Blast into hyperspace and relive Luke Skywalker's exciting adventure as he goes from being a farm boy on the dusty desert planet of Tatooine to the rebel pilot and hero who destroys the Empire's most powerful weapon - the Death Star! Star Wars: The Rise of a Hero reunites legendary comic book creators Louise Simonson, Walter Simonson, and Tom Palmer, along with Laura Martin, they deliver an all-new, action-packed retelling of A New Hope just in time to celebrate the fortieth anniversary of that landmark science fantasy epic. ",https://comicbookrealm.com/series/48735/0/disney-lucasfilm-press-star-wars-rise-of-a-hero
Cities Service Dealers Present: Eager Beaver in New York,One-Shot (1964),Cities Service Oil Co.,Issue:,nn,https://comicbookrealm.com/cover-scan/633af9903172dffb70d3235973af2901/xl/cities-service-oil-co-cities-service-dealers-present-eager-beaver-in-new-york-one-shot-issue-nn.jpg,,Free,,,,Promotional Giveaway ,https://comicbookrealm.com/series/50417/0/cities-service-oil-co-cities-service-dealers-present-eager-beaver-in-new-york-one-shot
Cities Service Dealers Present: Eager Beaver in the Land o' the Pioneers,One-Shot (1961),Cities Service Oil Co.,Issue:,nn,https://comicbookrealm.com/cover-scan/c2ba8bcda4816c14b065468ef7cc8477/xl/cities-service-oil-co-cities-service-dealers-present-eager-beaver-in-the-land-o-the-pioneers-one-shot-issue-nn.jpg,,Free,,,,Promotional Giveaway ,https://comicbookrealm.com/series/50419/0/cities-service-oil-co-cities-service-dealers-present-eager-beaver-in-the-land-o-the-pioneers-one-shot
Cities Service Dealers Present: The Eager Beaver Space Book,One-Shot (1962),Cities Service Oil Co.,Issue:,# 1,https://comicbookrealm.com/cover-scan/59b492e80723b3c10ed25ad3ca95a50e/xl/cities-service-oil-co-cities-service-dealers-present-the-eager-beaver-space-book-one-shot-issue-1.jpg,,Free,,,,Promotional Giveaway ,https://comicbookrealm.com/series/50416/0/cities-service-oil-co-cities-service-dealers-present-the-eager-beaver-space-book-one-shot
Cities Service Dealers Present: The Eager Beaver Story Book,One-Shot (1959),Cities Service Oil Co.,Issue:,nn,https://comicbookrealm.com/cover-scan/e66e7d03227b25e533cb3ba9ea40d937/xl/cities-service-oil-co-cities-service-dealers-present-the-eager-beaver-story-book-one-shot-issue-nn.jpg,,Free,,,,Promotional Giveaway ,https://comicbookrealm.com/series/50420/0/cities-service-oil-co-cities-service-dealers-present-the-eager-beaver-story-book-one-shot
Cities Service Dealers Present: Eager Beaver Story of the Wheel,One-Shot (1963),Cities Service Oil Co.,Issue:,nn,https://comicbookrealm.com/cover-scan/6d61895e8dc3af1fafeca3be35916178/xl/cities-service-oil-co-cities-service-dealers-present-eager-beaver-story-of-the-wheel-one-shot-issue-nn.jpg,,Free,,,,Promotional Giveaway ,https://comicbookrealm.com/series/50421/0/cities-service-oil-co-cities-service-dealers-present-eager-beaver-story-of-the-wheel-one-shot
Cities Service Dealers Present: The Eager Beaver Vacation Fun Book,One-Shot (1960),Cities Service Oil Co.,Issue:,nn,https://comicbookrealm.com/cover-scan/33b2320cb4d5d95d82b99b9febada9ad/xl/cities-service-oil-co-cities-service-dealers-present-the-eager-beaver-vacation-fun-book-one-shot-issue-nn.jpg,,Free,,,,Promotional Giveaway ,https://comicbookrealm.com/series/50418/0/cities-service-oil-co-cities-service-dealers-present-the-eager-beaver-vacation-fun-book-one-shot
World War II Comix: D-Day and the Campaign Across France,One-Shot (2019),Monroe Publications,Issue:,# 1,https://comicbookrealm.com/cover-scan/353560f3de8abdccea98f3802361f046/xl/monroe-publications-world-war-ii-comix-d-day-and-the-campaign-across-france-one-shot-issue-1.jpg,,$4.95,978-1732631519,"Sean Carlson
Pencils
Jay Wertz
Scripts",,"The Normandy Landing, Cross Channel Invasion, Operation Overlord: the World War II event known by all these names, but most commonly referred to simply as D-Day, is the best known of all the war's pivotal moment. Seventy-five years after its occurrence, Monroe Publications and World War II Comix are pleased to present the story of D-Day as a graphic history. ",https://comicbookrealm.com/series/56801/0/monroe-publications-world-war-ii-comix-d-day-and-the-campaign-across-france-one-shot
